product_name,corp_id,corp_login,expert_partner_name,expert_role,proficiency_level,proficiency_level_start,hire_type,new_returning_customer,tnps_numerator,tnps_denominator,ir_numerator,ir_denominator,sqs_numerator,sqs_denominator,handled_conversion_numerator,handled_conversion_denominator,aht_numerator,aht_denominator,cst_numerator,cst_denominator,cst_basic_numerator,cst_basic_denominator,cst_deluxe_numerator,cst_deluxe_denominator,cst_premium_numerator,cst_premiun_denominator,tnps_basic_numerator,tnps_basic_denominator,tnps_deluxe_numerator,tnps_deluxe_denominator,tnps_premium_numerator,tnps_premium_denominator,aht_basic_numerator,aht_basic_denominator,aht_deluxe_numerator,aht_deluxe_denominator,aht_premium_numerator,aht_premium_denominator
TTL Assisted Consumer,50002503461,JGUGLIELMO,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Returning,7,7,6,6,0,0,0,0,1652.000001,69,0,0,0,0,0,0,0,0,0,0,4,4,3,3,48.433334,3,277.149999,16,1022.050001,40
TTL Assisted Consumer,50002503461,JGUGLIELMO,INTUIT,Tax Associate,PL4,PL4,Re-Hire,New,3,3,3,3,0,0,0,0,998.533331,35,0,0,0,0,0,0,0,0,1,1,1,1,1,1,21.15,1,215.683333,6,177.149999,9
TTL Assisted Consumer,50002503461,JGUGLIELMO,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Unknown,0,0,0,0,21.33,23.09,0,0,5.333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002503461,JGUGLIELMO,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Returning,1,1,0,0,0,0,29,35,3052.26667,129,133.35242,41,19.153268,9,31.367017,11,82.832135,21,0,0,0,0,1,1,89.5,2,438.866666,22,581.233335,34
TTL Full Service Consumer,50002503461,JGUGLIELMO,INTUIT,Tax Associate,PL4,PL4,Re-Hire,New,0,0,0,0,0,0,30,46,2724.766672,176,180.933269,46,37.37198,15,37.212585,11,106.348704,20,0,0,0,0,0,0,58.016667,14,194.116668,17,51.6,8
TTL Full Service Consumer,50002503461,JGUGLIELMO,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Unknown,0,0,0,0,120.03,134.23,0,0,82.733334,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002503473,CDELOACH,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Returning,0,11,4,8,0,0,0,0,3559.600001,158,0,0,0,0,0,0,0,0,0,0,-1,6,1,5,299.516667,14,1385.850003,67,1534.749998,70
TTL Assisted Consumer,50002503473,CDELOACH,INTUIT,Tax Associate,PL2,PL2,Re-Hire,New,-1,1,0,1,0,0,0,0,1215.283331,42,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,59.866666,3,688.599998,19,243.883333,11
TTL Assisted Consumer,50002503473,CDELOACH,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Unknown,0,0,0,0,74.33,89.54,0,0,91.05,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002503473,CDELOACH,INTUIT,Tax Associate,PL2,PL2,Re-Hire,New,4,8,1,1,0,0,33,75,8095.333331,212,217.90244,101,64.972632,46,70.340175,36,82.589633,19,0,0,0,0,0,1,350.466667,17,567.4,19,192.983333,7
TTL Full Service Consumer,50002503473,CDELOACH,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Returning,-2,6,0,2,0,0,75,91,6817.733328,208,233.668858,113,43.24287,36,71.81254,42,118.613448,35,-1,1,-2,2,0,2,276.183333,11,1081.316666,40,1262.233334,29
TTL Full Service Consumer,50002503473,CDELOACH,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Unknown,0,0,0,0,171.43,196.7,0,0,181.583335,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002503475,LGRANT,INTUIT,Tax Associate,OTHER,OTHER,New Hire,Unknown,0,0,0,0,5.96,7.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002503475,LGRANT,INTUIT,Tax Associate,OTHER,OTHER,New Hire,Returning,1,1,0,1,0,0,0,0,160.2,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,48.466666,3,7.666667,1,97.65,5
TTL Assisted Consumer,50002503475,LGRANT,INTUIT,Tax Associate,OTHER,OTHER,New Hire,New,0,0,0,0,0,0,0,0,35.333332,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.483333,1,10.716666,2,21.133333,1
TTL Assisted Consumer,50002503476,KKERN2,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Returning,9,10,10,10,0,0,0,0,4083.033334,155,0,0,0,0,0,0,0,0,0,0,2,2,5,5,263.933333,16,936.416667,49,1653.099999,60
TTL Assisted Consumer,50002503476,KKERN2,INTUIT,Tax Associate,PL4,PL4,Re-Hire,New,3,3,2,2,0,0,0,0,2027.550002,60,0,0,0,0,0,0,0,0,0,0,2,2,0,0,176.816666,9,423.500001,16,420.333335,16
TTL Assisted Consumer,50002503476,KKERN2,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Unknown,0,0,0,0,52.38,57.07,0,0,265.466666,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002503476,KKERN2,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Returning,7,7,1,1,0,0,56,60,7132.349999,234,236.412186,87,25.283094,18,57.44234,27,153.686752,42,0,0,1,1,2,2,113.833332,7,915.466667,38,2248.266666,53
TTL Full Service Consumer,50002503476,KKERN2,INTUIT,Tax Associate,PL4,PL4,Re-Hire,New,5,6,0,0,0,0,34,64,4747.850002,191,209.69799,63,29.418973,17,25.408415,11,154.870602,35,0,0,0,0,0,0,59.566667,6,464.449999,24,426.316667,14
TTL Full Service Consumer,50002503476,KKERN2,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Unknown,0,0,0,0,187.18,199.64,0,0,223.716664,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002503482,MWILLIAMS56,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Returning,12,17,12,14,0,0,0,0,3720.833333,196,0,0,0,0,0,0,0,0,0,0,8,8,3,8,131.45,13,1959.216669,101,1247.266663,66
TTL Assisted Consumer,50002503482,MWILLIAMS56,INTUIT,Tax Associate,PL2,PL2,Re-Hire,New,2,2,2,2,0,0,0,0,1270.133335,67,0,0,0,0,0,0,0,0,0,0,2,2,0,0,162.516666,8,489.250002,32,150.550001,6
TTL Assisted Consumer,50002503482,MWILLIAMS56,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Unknown,0,0,0,0,92.1,108.87,0,0,314.999999,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002503482,MWILLIAMS56,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Returning,5,7,2,2,0,0,36,45,4572.78334,227,76.268193,46,19.478679,16,45.020085,22,11.769429,8,2,2,3,3,-1,1,245.433333,12,1426.500002,71,493.600001,36
TTL Full Service Consumer,50002503482,MWILLIAMS56,INTUIT,Tax Associate,PL2,PL2,Re-Hire,New,4,4,2,3,0,0,25,46,3560.666664,196,55.298416,30,16.50128,11,36.087443,17,2.709693,2,0,0,0,0,0,0,65,7,443.850002,20,92.633332,13
TTL Full Service Consumer,50002503482,MWILLIAMS56,INTUIT,Tax Associate,PL2,PL2,Re-Hire,Unknown,0,0,0,0,184.65,211.33,0,0,191.95,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002503487,TCHAMPAGNE1,INTUIT,Tax Associate,PL4,PL4,Re-Hire,New,0,0,0,0,0,0,0,0,420.949999,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.516667,1,84.533333,5,0,0
TTL Assisted Consumer,50002503487,TCHAMPAGNE1,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Unknown,0,0,0,0,12.85,14.38,0,0,84.416666,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002503487,TCHAMPAGNE1,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Returning,4,4,3,4,0,0,0,0,1046.349999,28,0,0,0,0,0,0,0,0,1,1,2,2,1,1,98.483333,6,142.383333,9,500.066666,10
TTL Full Service Consumer,50002503487,TCHAMPAGNE1,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Returning,0,0,0,0,0,0,4,7,607.283333,36,32.854237,11,4.740816,2,21.903179,8,6.210242,1,0,0,0,0,0,0,19.966666,5,167.816667,7,181.199999,8
TTL Full Service Consumer,50002503487,TCHAMPAGNE1,INTUIT,Tax Associate,PL4,PL4,Re-Hire,New,3,3,0,0,0,0,21,48,3162.25,165,211.371007,38,20.828049,7,93.114392,20,97.428566,11,1,1,0,0,0,0,225.4,4,355.099998,20,353.699999,9
TTL Full Service Consumer,50002503487,TCHAMPAGNE1,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Unknown,0,0,0,0,74.28,87.33,0,0,213.2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002503492,NTOGBA,INTUIT,Tax Associate,PL3,PL1,Re-Hire,Returning,4,4,2,3,0,0,0,0,510.433334,28,0,0,0,0,0,0,0,0,1,1,1,1,2,2,47.4,2,265.766668,14,175.783333,11
TTL Assisted Consumer,50002503492,NTOGBA,INTUIT,Tax Associate,PL3,PL1,Re-Hire,Unknown,0,0,0,0,17.42,19.44,0,0,200.7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002503492,NTOGBA,INTUIT,Tax Associate,PL3,PL1,Re-Hire,New,0,1,1,1,0,0,0,0,351.65,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.616667,1,46.133333,2,46.55,2
TTL Full Service Consumer,50002503492,NTOGBA,INTUIT,Tax Associate,PL3,PL1,Re-Hire,Returning,1,3,2,3,0,0,2,3,754.483334,27,2.783613,2,2.783613,2,0,0,0,0,0,0,0,0,0,0,0,0,99.066667,4,367.75,13
TTL Full Service Consumer,50002503492,NTOGBA,INTUIT,Tax Associate,PL3,PL1,Re-Hire,New,2,2,1,1,0,0,4,11,631.000001,52,25.517568,5,8.796097,3,10.522173,1,6.199298,1,0,0,0,0,0,0,0,0,106.75,4,3.566667,2
TTL Full Service Consumer,50002503492,NTOGBA,INTUIT,Tax Associate,PL3,PL1,Re-Hire,Unknown,0,0,0,0,34.22,39.1,0,0,65.166668,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002503497,ACLABBY,INTUIT,Tax Associate,OTHER,OTHER,New Hire,Returning,1,8,5,7,0,0,0,0,4388.033337,146,0,0,0,0,0,0,0,0,0,0,0,0,1,8,409.666666,12,1573.016668,43,2349.516669,86
TTL Assisted Consumer,50002503497,ACLABBY,INTUIT,Tax Associate,OTHER,OTHER,New Hire,New,-1,1,0,1,0,0,0,0,988.283332,40,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,183.216667,7,167.316666,12,489.616666,14
TTL Assisted Consumer,50002503497,ACLABBY,INTUIT,Tax Associate,OTHER,OTHER,New Hire,Unknown,0,0,0,0,17.54,21.01,0,0,30.033333,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002503521,TTHOMPSON20,INTUIT,Tax Associate,PL4,PL3,Re-Hire,New,1,2,2,2,0,0,0,0,680.799998,44,0,0,0,0,0,0,0,0,0,0,1,2,0,0,156.083333,9,178.316666,11,101.266667,7
TTL Assisted Consumer,50002503521,TTHOMPSON20,INTUIT,Tax Associate,PL4,PL3,Re-Hire,Returning,7,12,9,10,0,0,0,0,3291.566663,165,0,0,0,0,0,0,0,0,3,3,2,6,0,1,191.45,15,748.58333,47,1525.049999,83
TTL Assisted Consumer,50002503521,TTHOMPSON20,INTUIT,Tax Associate,PL4,PL3,Re-Hire,Unknown,0,0,0,0,84.11,99.09,0,0,1.583333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002503521,TTHOMPSON20,INTUIT,Tax Associate,PL4,PL3,Re-Hire,New,0,2,0,0,0,0,24,56,3138.249995,131,88.108872,44,9.753012,12,25.292679,12,53.063181,20,0,0,0,0,0,0,27.116667,4,105.8,10,160.316667,12
TTL Full Service Consumer,50002503521,TTHOMPSON20,INTUIT,Tax Associate,PL4,PL3,Re-Hire,Returning,5,5,3,3,0,0,30,54,3716.783328,131,74.210497,50,23.105702,20,8.33064,6,37.881927,22,0,0,1,1,0,0,95.766666,6,752.133333,27,832.216667,31
TTL Full Service Consumer,50002503521,TTHOMPSON20,INTUIT,Tax Associate,PL4,PL3,Re-Hire,Unknown,0,0,0,0,97.97,110.52,0,0,250.966668,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002503524,JGARANT,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Returning,7,8,7,7,0,0,0,0,1880.616666,79,0,0,0,0,0,0,0,0,1,1,4,5,1,1,360.649999,15,759.75,33,520.733334,23
TTL Assisted Consumer,50002503524,JGARANT,INTUIT,Tax Associate,PL4,PL4,Re-Hire,New,2,2,2,2,0,0,0,0,991.883334,32,0,0,0,0,0,0,0,0,1,1,1,1,0,0,202.85,7,204.4,9,96.016666,3
TTL Assisted Consumer,50002503524,JGARANT,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Unknown,0,0,0,0,35.54,40.72,0,0,143.616667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002503524,JGARANT,INTUIT,Tax Associate,PL4,PL4,Re-Hire,New,1,1,0,0,0,0,15,26,2129.016666,102,92.236576,25,17.186735,5,17.224667,7,57.825174,13,0,0,0,0,0,0,22.033333,1,186.616666,13,111.533334,9
TTL Full Service Consumer,50002503524,JGARANT,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Returning,2,2,1,1,0,0,17,17,2174.199999,106,91.367295,28,17.394783,4,22.15015,10,51.822362,14,1,1,0,0,1,1,171.233334,8,226.666667,18,413.833333,20
TTL Full Service Consumer,50002503524,JGARANT,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Unknown,0,0,0,0,87.9,97.93,0,0,60.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002503525,ALYONS2,INTUIT,Tax Associate,PL3,PL3,Re-Hire,Returning,0,0,0,0,0,0,0,0,27.883333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,1,2.333333,1
TTL Assisted Consumer,50002503525,ALYONS2,INTUIT,Tax Associate,PL3,PL3,Re-Hire,New,0,0,0,0,0,0,0,0,15.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.616667,1
TTL Full Service Consumer,50002503525,ALYONS2,INTUIT,Tax Associate,PL3,PL3,Re-Hire,New,0,0,0,0,0,0,0,0,1.516667,1,7.741029,3,2.390588,1,5.350441,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002503525,ALYONS2,INTUIT,Tax Associate,PL3,PL3,Re-Hire,Returning,0,0,0,0,0,0,0,0,76.15,2,18.067051,7,5.032676,2,5.167668,3,7.866707,2,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002503531,JALALE,INTUIT,Tax Expert,PL4,PL4,Re-Hire,New,0,0,0,0,0,0,0,0,674.116669,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.516667,3,68.983334,7,177.583334,12
TTL Assisted Consumer,50002503531,JALALE,INTUIT,Tax Expert,PL4,PL4,Re-Hire,Returning,1,1,1,1,0,0,0,0,1686.983336,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.950001,6,583.700003,43,560.016667,44
TTL Assisted Consumer,50002503531,JALALE,INTUIT,Tax Expert,PL4,PL4,Re-Hire,Unknown,0,1,1,1,45.89,57.87,0,0,31.766667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002503531,JALALE,INTUIT,Tax Expert,PL4,PL4,Re-Hire,Unknown,0,0,0,0,202.82,243.04,0,0,253.183336,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002503531,JALALE,INTUIT,Tax Expert,PL4,PL4,Re-Hire,New,1,2,0,0,0,0,42,73,7946.766661,185,287.273452,94,80.708835,37,48.039353,17,158.525264,40,0,0,0,0,0,0,99.466666,12,341.599999,12,1063.349999,19
TTL Full Service Consumer,50002503531,JALALE,INTUIT,Tax Expert,PL4,PL4,Re-Hire,Returning,2,7,1,2,0,0,89,115,11846.98333,304,360.613044,140,56.532355,39,59.377326,25,244.703363,76,1,1,0,0,1,2,346.666665,17,2239.433332,60,3120.283333,75
TTL Assisted Consumer,50002503556,RTURNER6,INTUIT,Tax Expert,PL2,PL2,Re-Hire,Returning,7,8,5,6,0,0,0,0,1771.983333,85,0,0,0,0,0,0,0,0,0,0,2,3,4,4,61.683334,3,738.966666,45,896.349999,32
TTL Assisted Consumer,50002503556,RTURNER6,INTUIT,Tax Expert,PL2,PL2,Re-Hire,New,2,2,2,2,0,0,0,0,550,31,0,0,0,0,0,0,0,0,0,0,1,1,1,1,113.566668,6,103.266667,5,67.983332,5
TTL Assisted Consumer,50002503556,RTURNER6,INTUIT,Tax Expert,PL2,PL2,Re-Hire,Unknown,0,0,0,0,35.07,48.24,0,0,501.333333,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002503556,RTURNER6,INTUIT,Tax Expert,PL2,PL2,Re-Hire,Returning,-1,2,0,0,0,0,28,40,3008.050001,126,68.630044,28,23.368671,13,28.564595,12,16.696778,3,0,0,0,0,-1,1,223.149999,14,956.733334,44,462.533333,15
TTL Full Service Consumer,50002503556,RTURNER6,INTUIT,Tax Expert,PL2,PL2,Re-Hire,Unknown,0,0,0,0,84.03,101.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002503556,RTURNER6,INTUIT,Tax Expert,PL2,PL2,Re-Hire,New,-1,1,0,0,0,0,15,40,3300.48333,109,35.523358,14,16.847051,9,4.604873,1,14.071434,4,0,0,0,0,0,0,95.433333,9,138.05,13,554.316666,3
TTL Assisted Consumer,50002503894,SWILLIAMS52,INTUIT,Tax Associate,OTHER,OTHER,Re-Hire,Returning,5,5,5,5,0,0,0,0,1871.899996,78,0,0,0,0,0,0,0,0,0,0,2,2,3,3,46.449999,4,413.583331,18,1340.983333,53
TTL Assisted Consumer,50002503894,SWILLIAMS52,INTUIT,Tax Associate,OTHER,OTHER,Re-Hire,New,1,1,1,1,0,0,0,0,707.116667,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,86.066667,5,291.416667,7,329.633333,10
TTL Assisted Consumer,50002503894,SWILLIAMS52,INTUIT,Tax Associate,OTHER,OTHER,Re-Hire,Unknown,1,1,1,1,62.94,73.78,0,0,5.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002503983,RPINNEY,INTUIT,Tax Expert,PL4,PL4,Re-Hire,Returning,4,5,5,5,0,0,0,0,2502.71667,95,0,0,0,0,0,0,0,0,0,0,1,1,2,3,143.833333,5,272.550001,17,1432.800002,55
TTL Assisted Consumer,50002503983,RPINNEY,INTUIT,Tax Expert,PL4,PL4,Re-Hire,New,2,2,1,1,0,0,0,0,541.499999,26,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,47.166667,8,146.199999,5
TTL Assisted Consumer,50002503983,RPINNEY,INTUIT,Tax Expert,PL4,PL4,Re-Hire,Unknown,0,0,0,0,16.64,19.02,0,0,46.650001,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002503983,RPINNEY,INTUIT,Tax Expert,PL4,PL4,Re-Hire,New,3,3,1,1,0,0,31,55,3666.699999,400,209.072351,51,18.228869,11,26.721516,10,146.621868,28,0,0,1,1,0,0,150.399999,14,180.516667,16,338.4,39
TTL Full Service Consumer,50002503983,RPINNEY,INTUIT,Tax Expert,PL4,PL4,Re-Hire,Returning,6,6,2,3,0,0,34,46,3726.216674,305,174.650561,50,15.989995,12,35.10126,12,123.559306,26,0,0,0,0,3,3,74.066667,11,260.066668,21,1161.200003,97
TTL Full Service Consumer,50002503983,RPINNEY,INTUIT,Tax Expert,PL4,PL4,Re-Hire,Unknown,0,0,0,0,260.44,297.36,0,0,163.416666,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002504010,AHUDGINS2,INTUIT,Tax Associate,PL4,PL3,Re-Hire,Returning,4,4,4,4,0,0,0,0,1363.41667,62,0,0,0,0,0,0,0,0,0,0,2,2,2,2,50.4,5,418.516667,20,767.366668,25
TTL Assisted Consumer,50002504010,AHUDGINS2,INTUIT,Tax Associate,PL4,PL3,Re-Hire,New,3,3,3,3,0,0,0,0,376.483332,30,0,0,0,0,0,0,0,0,0,0,0,0,2,2,44.15,4,49.983333,3,66.7,5
TTL Assisted Consumer,50002504010,AHUDGINS2,INTUIT,Tax Associate,PL4,PL3,Re-Hire,Unknown,0,0,0,0,23.66,26.86,0,0,216.533334,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002504010,AHUDGINS2,INTUIT,Tax Associate,PL4,PL3,Re-Hire,Returning,0,0,0,0,0,0,15,20,1355.616668,63,68.283022,18,12.70256,5,8.030522,3,47.54994,10,0,0,0,0,0,0,0,0,201.599999,12,295.083335,14
TTL Full Service Consumer,50002504010,AHUDGINS2,INTUIT,Tax Associate,PL4,PL3,Re-Hire,New,1,1,0,0,0,0,10,11,1100.916669,55,126.581865,18,14.150424,6,5.200172,2,107.231269,10,0,0,0,0,0,0,15.483334,3,0.116667,1,123.983333,6
TTL Full Service Consumer,50002504010,AHUDGINS2,INTUIT,Tax Associate,PL4,PL3,Re-Hire,Unknown,0,0,0,0,47.24,51.8,0,0,0.333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002504048,JDAVIS56,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Returning,3,3,3,3,0,0,0,0,748.300001,31,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,319.366667,14,288.65,12
TTL Assisted Consumer,50002504048,JDAVIS56,INTUIT,Tax Associate,PL4,PL4,Re-Hire,New,0,0,0,0,0,0,0,0,132.916667,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.966667,1,6.8,1,13.166667,1
TTL Assisted Consumer,50002504048,JDAVIS56,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Unknown,0,0,0,0,12.44,13.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002504048,JDAVIS56,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Returning,3,5,1,2,0,0,30,33,2035.583332,93,114.744828,62,14.33288,11,15.919569,10,82.118814,40,0,0,1,1,1,3,0,0,326.466666,11,475.333332,30
TTL Full Service Consumer,50002504048,JDAVIS56,INTUIT,Tax Associate,PL4,PL4,Re-Hire,New,3,3,0,0,0,0,20,38,1831.166665,147,94.698589,31,4.897345,6,5.651093,3,84.150151,22,0,0,0,0,1,1,73.383333,7,28.366667,4,279.316666,15
TTL Full Service Consumer,50002504048,JDAVIS56,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Unknown,0,0,0,0,107.79,114.87,0,0,78.333334,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002504052,ATAYLOR26,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Returning,16,20,18,20,0,0,0,0,5921.116664,248,0,0,0,0,0,0,0,0,0,0,10,10,0,4,184.933333,15,1362.83333,84,2718.35,98
TTL Assisted Consumer,50002504052,ATAYLOR26,INTUIT,Tax Associate,PL4,PL4,Re-Hire,New,3,5,3,3,0,0,0,0,2778.56667,95,0,0,0,0,0,0,0,0,0,0,2,2,1,2,185.416668,11,468.983332,19,951.766668,30
TTL Assisted Consumer,50002504052,ATAYLOR26,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Unknown,0,0,0,0,62.64,83.24,0,0,595.033334,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002504052,ATAYLOR26,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Returning,6,6,3,3,0,0,36,46,5621.93333,312,497.437328,67,30.858407,14,82.745195,21,383.833726,32,0,0,1,1,2,2,273.75,11,455.683333,38,1310.066665,85
TTL Full Service Consumer,50002504052,ATAYLOR26,INTUIT,Tax Associate,PL4,PL4,Re-Hire,New,1,3,0,0,0,0,15,52,3770.81667,290,128.4113,21,14.679575,3,11.725097,2,102.006628,16,1,1,0,0,-1,1,343.283333,23,409.600001,39,840.216667,32
TTL Full Service Consumer,50002504052,ATAYLOR26,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Unknown,0,0,0,0,180.52,218.15,0,0,387.833332,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002504103,DCURTIS4,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Returning,4,6,5,6,0,0,0,0,2879.749998,96,0,0,0,0,0,0,0,0,2,2,1,1,0,1,346.333333,8,1001.283333,33,1121.666666,37
TTL Assisted Consumer,50002504103,DCURTIS4,INTUIT,Tax Associate,PL4,PL4,Re-Hire,New,1,1,1,1,0,0,0,0,637.199999,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.416667,5,39.366667,1
TTL Assisted Consumer,50002504103,DCURTIS4,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Unknown,0,0,0,0,42.41,45.32,0,0,55.083333,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002504103,DCURTIS4,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Returning,1,1,0,0,0,0,10,10,1576.966667,52,92.533963,33,13.220486,8,15.804134,7,63.245227,17,0,0,1,1,0,0,19.366667,3,143.733334,8,440.9,8
TTL Full Service Consumer,50002504103,DCURTIS4,INTUIT,Tax Associate,PL4,PL4,Re-Hire,New,2,2,1,1,0,0,15,22,1788.833332,66,126.44823,38,27.986335,15,5.527228,3,85.904397,19,0,0,0,0,0,0,27.649999,5,80.766667,7,57.8,3
TTL Full Service Consumer,50002504103,DCURTIS4,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Unknown,0,0,0,0,46.56,50.38,0,0,45.616667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002504104,JGRAVIL,INTUIT,Tax Associate,PL4,PL4,Re-Hire,Returning,7,8,6,8,0,0,0,0,2132.600004,170,0,0,0,0,0,0,0,0,0,0,1,2,4,4,127.300001,17,736.916665,68,598.266672,48
